S.no,News heading,Date of announcement,Matching keyword,links,Source,Agency,Date of running
1,Biden-Harris Administration Awards Additional $210 Million Tech Hub Grants,01/14/2025,grant,https://www.commerce.gov/news/press-releases/2025/01/biden-harris-administration-awards-additional-210-million-tech-hub,Press releases | U.S. Department of Commerce,DOC,01/20/2025
